1.000000	13984.815881	5910.563585
1.000677	13984.579066	5889.086910
1.001353	13984.342350	5867.698000
1.002030	13984.105723	5846.396452
1.002707	13983.869175	5825.181863
1.003383	13983.632696	5804.053834
1.004060	13983.396275	5783.011967
1.004737	13983.159904	5762.055868
1.005413	13982.923572	5741.185142
1.006090	13982.687269	5720.399399
1.006767	13982.450984	5699.698249
1.007443	13982.214709	5679.081305
1.008120	13981.978433	5658.548182
1.008797	13981.742145	5638.098496
1.009473	13981.505837	5617.731866
1.010150	13981.269498	5597.447913
1.010827	13981.033117	5577.246260
1.011504	13980.796686	5557.126530
1.012180	13980.560193	5537.088351
1.012857	13980.323630	5517.131351
1.013534	13980.086985	5497.255161
1.014210	13979.850250	5477.459412
1.014887	13979.613550	5457.743873
1.015564	13979.377032	5438.108311
1.016240	13979.140685	5418.552329
1.016917	13978.904494	5399.075529
1.017594	13978.668450	5379.677519
1.018270	13978.432539	5360.357907
1.018947	13978.196749	5341.116303
1.019624	13977.961067	5321.952322
1.020300	13977.725483	5302.865578
1.020977	13977.489983	5283.855689
1.021654	13977.254556	5264.922274
1.022330	13977.019189	5246.064957
1.023007	13976.783870	5227.283362
1.023684	13976.548586	5208.577114
1.024360	13976.313327	5189.945843
1.025037	13976.078079	5171.389180
1.025714	13975.842830	5152.906758
1.026390	13975.607568	5134.498211
1.027067	13975.372281	5116.163177
1.027744	13975.136957	5097.901296
1.028420	13974.901583	5079.712208
1.029097	13974.666147	5061.595558
1.029774	13974.430638	5043.550991
1.030450	13974.195043	5025.578155
1.031127	13973.959349	5007.676700
1.031804	13973.723545	4989.846276
1.032480	13973.487619	4972.086539
1.033157	13973.251557	4954.397143
1.033834	13973.015349	4936.777747
1.034511	13972.778981	4919.228010
1.035187	13972.542442	4901.747594
1.035864	13972.305719	4884.336163
1.036541	13972.068801	4866.993381
1.037217	13971.831675	4849.718917
1.037894	13971.594329	4832.512440
1.038571	13971.356750	4815.373621
1.039247	13971.118927	4798.302134
1.039924	13970.880847	4781.297653
1.040601	13970.642498	4764.359855
1.041277	13970.403868	4747.488420
1.041954	13970.165091	4730.683270
1.042631	13969.926363	4713.944437
1.043307	13969.687672	4697.271607
1.043984	13969.449003	4680.664463
1.044661	13969.210341	4664.122691
1.045337	13968.971672	4647.645977
1.046014	13968.732981	4631.234012
1.046691	13968.494254	4614.886486
1.047367	13968.255475	4598.603092
1.048044	13968.016631	4582.383524
1.048721	13967.777706	4566.227477
1.049397	13967.538686	4550.134651
1.050074	13967.299557	4534.104744
1.050751	13967.060303	4518.137457
1.051427	13966.820911	4502.232494
1.052104	13966.581365	4486.389559
1.052781	13966.341650	4470.608358
1.053457	13966.101753	4454.888598
1.054134	13965.861658	4439.229990
1.054811	13965.621352	4423.632245
1.055487	13965.380818	4408.095075
1.056164	13965.140043	4392.618194
1.056841	13964.899012	4377.201319
1.057518	13964.657711	4361.844167
1.058194	13964.416124	4346.546457
1.058871	13964.174237	4331.307910
1.059548	13963.932036	4316.128247
1.060224	13963.689505	4301.007193
1.060901	13963.446631	4285.944474
1.061578	13963.203398	4270.939815
1.062254	13962.959793	4255.992945
1.062931	13962.715799	4241.103594
1.063608	13962.471403	4226.271494
1.064284	13962.226590	4211.496377
1.064961	13961.981346	4196.777977
1.065638	13961.735655	4182.116031
1.066314	13961.489504	4167.510276
1.066991	13961.242877	4152.960449
1.067668	13960.995760	4138.466293
1.068344	13960.748138	4124.027547
1.069021	13960.500097	4109.644090
1.069698	13960.251929	4095.316074
1.070374	13960.003640	4081.043259
1.071051	13959.755211	4066.825379
1.071728	13959.506625	4052.662169
1.072404	13959.257863	4038.553365
1.073081	13959.008910	4024.498706
1.073758	13958.759747	4010.497930
1.074434	13958.510356	3996.550779
1.075111	13958.260720	3982.656995
1.075788	13958.010821	3968.816321
1.076464	13957.760643	3955.028505
1.077141	13957.510166	3941.293291
1.077818	13957.259374	3927.610430
1.078494	13957.008249	3913.979669
1.079171	13956.756774	3900.400762
1.079848	13956.504931	3886.873459
1.080525	13956.252702	3873.397517
1.081201	13956.000069	3859.972689
1.081878	13955.747016	3846.598733
1.082555	13955.493525	3833.275407
1.083231	13955.239578	3820.002471
1.083908	13954.985157	3806.779686
1.084585	13954.730245	3793.606814
1.085261	13954.474824	3780.483620
1.085938	13954.218878	3767.409867
1.086615	13953.962387	3754.385323
1.087291	13953.705335	3741.409756
1.087968	13953.447704	3728.482934
1.088645	13953.189477	3715.604629
1.089321	13952.930635	3702.774611
1.089998	13952.671162	3689.992654
1.090675	13952.411040	3677.258532
1.091351	13952.150251	3664.572021
1.092028	13951.888777	3651.932898
1.092705	13951.626602	3639.340940
1.093381	13951.363707	3626.795928
1.094058	13951.100075	3614.297642
1.094735	13950.835688	3601.845864
1.095411	13950.570529	3589.440377
1.096088	13950.304645	3577.081064
1.096765	13950.038403	3564.768298
1.097441	13949.771850	3552.501944
1.098118	13949.504962	3540.281767
1.098795	13949.237720	3528.107534
1.099471	13948.970101	3515.979013
1.100148	13948.702085	3503.895975
1.100825	13948.433651	3491.858190
1.101502	13948.164776	3479.865430
1.102178	13947.895440	3467.917471
1.102855	13947.625622	3456.014086
1.103532	13947.355300	3444.155054
1.104208	13947.084454	3432.340151
1.104885	13946.813061	3420.569158
1.105562	13946.541101	3408.841855
1.106238	13946.268553	3397.158024
1.106915	13945.995395	3385.517450
1.107592	13945.721606	3373.919916
1.108268	13945.447165	3362.365208
1.108945	13945.172050	3350.853115
1.109622	13944.896241	3339.383425
1.110298	13944.619716	3327.955928
1.110975	13944.342454	3316.570416
1.111652	13944.064433	3305.226680
1.112328	13943.785633	3293.924515
1.113005	13943.506033	3282.663716
1.113682	13943.225610	3271.444079
1.114358	13942.944344	3260.265402
1.115035	13942.662214	3249.127484
1.115712	13942.379198	3238.030124
1.116388	13942.095275	3226.973125
1.117065	13941.810424	3215.956287
1.117742	13941.524624	3204.979416
1.118418	13941.237853	3194.042316
1.119095	13940.950091	3183.144792
1.119772	13940.661315	3172.286653
